,name,accuracy,effect_chance,pp,priority,power,damage_class,effect_text,target,type
582,play-rough,90,10,10,0,90,physical,Inflicts regular damage.  Has a $effect_chance% chance to lower the target's Attack by one stage.,selected-pokemon,fairy
583,fairy-wind,100,NaN,30,0,40,special,Inflicts regular damage.,selected-pokemon,fairy
584,moonblast,100,30,15,0,95,special,Inflicts regular damage.  Has a $effect_chance% chance to lower the target's Special Attack by one stage.,selected-pokemon,fairy
585,boomburst,100,NaN,10,0,140,special,Inflicts regular damage.,all-other-pokemon,normal
586,fairy-lock,,NaN,10,0,,status,Prevents all Pokémon from fleeing or switching out during the next turn.,entire-field,fairy
587,kings-shield,,NaN,10,4,,status,Blocks damaging attacks and lowers attacking Pokémon's Attack by two stages on contact.  Switches Aegislash to Shield Forme.,user,steel
588,play-nice,,100,20,0,,status,Lowers the target's Attack by one stage.,selected-pokemon,normal
589,confide,,100,20,0,,status,Lowers the target's Special Attack by one stage.,selected-pokemon,normal
590,diamond-storm,95,50,5,0,100,physical,Inflicts regular damage.  Has a $effect_chance% chance to raise the user's Defense by two stages for each target hit.,all-opponents,rock
591,steam-eruption,95,30,5,0,110,special,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,selected-pokemon,water
592,hyperspace-hole,,NaN,5,0,80,special,Inflicts regular damage.  Bypasses and removes any protection effect on the target.,selected-pokemon,psychic
593,water-shuriken,100,NaN,20,1,15,special,Inflicts regular damage.  Hits 2–5 times.,selected-pokemon,water
594,mystical-fire,100,100,10,0,75,special,Inflicts regular damage.  Has a $effect_chance% chance to lower the target's Special Attack by one stage.,selected-pokemon,fire
595,spiky-shield,,NaN,10,4,,status,Blocks damaging attacks and damages attacking Pokémon for 1/8 their max HP.,user,grass
596,aromatic-mist,,NaN,20,0,,status,Raises a selected ally's Special Defense by one stage.,ally,fairy
597,eerie-impulse,100,NaN,15,0,,status,Lowers the target's Special Attack by two stages.,selected-pokemon,electric
598,venom-drench,100,100,20,0,,status,"Lowers the target's Attack, Special Attack, and Speed by one stage if it is poisoned.",all-opponents,poison
599,powder,100,NaN,20,1,,status,"Explodes if the target uses a fire move this turn, damaging it for 1/4 its max HP and preventing the move.",selected-pokemon,bug
600,geomancy,,NaN,10,0,,status,"Takes one turn to charge, then raises the user's Special Attack, Special Defense, and Speed by two stages.",user,fairy
601,magnetic-flux,,NaN,20,0,,status,Raises the Defense and Special Defense of all friendly Pokémon with plus or minus by one stage.,user-and-allies,electric
602,happy-hour,,NaN,30,0,,status,"Doubles prize money.

Stacks with a held item.  Only works once per battle.",users-field,normal
603,electric-terrain,,NaN,10,0,,status,"For five turns, prevents all Pokémon on the ground from sleeping and strengthens their electric moves to 1.5× their power.

Changes nature power to thunderbolt.",entire-field,electric
604,dazzling-gleam,100,NaN,10,0,80,special,Inflicts regular damage.,all-opponents,fairy
605,celebrate,,NaN,40,0,,status,Does nothing.,user,normal
606,hold-hands,,NaN,40,0,,status,Does nothing.,ally,normal
607,baby-doll-eyes,100,NaN,30,1,,status,Lowers the target's Attack by one stage.,selected-pokemon,fairy
608,nuzzle,100,100,20,0,20,physical,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.,selected-pokemon,electric
609,hold-back,100,NaN,40,0,40,physical,Inflicts regular damage.  Will not reduce the target's HP below 1.,selected-pokemon,normal
610,infestation,100,100,20,0,20,special,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

rapid spin cancels this effect.",selected-pokemon,bug
611,power-up-punch,100,100,20,0,40,physical,Inflicts regular damage.  Raises the user's Attack by one stage.,selected-pokemon,fighting
612,oblivion-wing,100,NaN,10,0,80,special,Deals regular damage.  Drains 75% of the damage inflicted to heal the user.,selected-pokemon,flying
613,thousand-arrows,100,100,10,0,90,physical,Inflicts regular damage.  Grounds the target until it leaves battle.  Ignores levitation effects and the immunity of flying-type Pokémon.,all-opponents,ground
614,thousand-waves,100,NaN,10,0,90,physical,Inflicts regular damage.  Traps the target.,all-opponents,ground
615,lands-wrath,100,NaN,10,0,90,physical,Inflicts regular damage.,all-opponents,ground
616,light-of-ruin,90,NaN,5,0,140,special,Inflicts regular damage.  User takes 1/2 the damage it inflicts in recoil.,selected-pokemon,fairy
617,origin-pulse,85,NaN,10,0,110,special,Inflicts regular damage.,all-opponents,water
618,precipice-blades,85,NaN,10,0,120,physical,Inflicts regular damage.,all-opponents,ground
619,dragon-ascent,100,100,5,0,120,physical,"Inflicts regular damage, then lowers the user's Defense and Special Defense by one stage each.",selected-pokemon,flying
620,hyperspace-fury,,100,5,0,100,physical,Inflicts regular damage.  Bypasses and removes any protection effect on the target.,selected-pokemon,dark
621,breakneck-blitz--physical,,NaN,1,0,,physical,Inflicts regular damage.,selected-pokemon,normal
622,breakneck-blitz--special,,NaN,1,0,,special,Inflicts regular damage.,selected-pokemon,normal
623,all-out-pummeling--physical,,NaN,1,0,,physical,Inflicts regular damage.,selected-pokemon,fighting
624,all-out-pummeling--special,,NaN,1,0,,special,Inflicts regular damage.,selected-pokemon,fighting
625,supersonic-skystrike--physical,,NaN,1,0,,physical,Inflicts regular damage.,selected-pokemon,flying
626,supersonic-skystrike--special,,NaN,1,0,,special,Inflicts regular damage.,selected-pokemon,flying
627,acid-downpour--physical,,NaN,1,0,,physical,Inflicts regular damage.,selected-pokemon,poison
628,acid-downpour--special,,NaN,1,0,,special,Inflicts regular damage.,selected-pokemon,poison
629,tectonic-rage--physical,,NaN,1,0,,physical,Inflicts regular damage.,selected-pokemon,ground
630,tectonic-rage--special,,NaN,1,0,,special,Inflicts regular damage.,selected-pokemon,ground
631,continental-crush--physical,,NaN,1,0,,physical,Inflicts regular damage.,selected-pokemon,rock
632,continental-crush--special,,NaN,1,0,,special,Inflicts regular damage.,selected-pokemon,rock
633,savage-spin-out--physical,,NaN,1,0,,physical,Inflicts regular damage.,selected-pokemon,bug
634,savage-spin-out--special,,NaN,1,0,,special,Inflicts regular damage.,selected-pokemon,bug
635,never-ending-nightmare--physical,,NaN,1,0,,physical,Inflicts regular damage.,selected-pokemon,ghost
636,never-ending-nightmare--special,,NaN,1,0,,special,Inflicts regular damage.,selected-pokemon,ghost
637,corkscrew-crash--physical,,NaN,1,0,,physical,Inflicts regular damage.,selected-pokemon,steel
638,corkscrew-crash--special,,NaN,1,0,,special,Inflicts regular damage.,selected-pokemon,steel
639,inferno-overdrive--physical,,NaN,1,0,,physical,Inflicts regular damage.,selected-pokemon,fire
640,inferno-overdrive--special,,NaN,1,0,,special,Inflicts regular damage.,selected-pokemon,fire
641,hydro-vortex--physical,,NaN,1,0,,physical,Inflicts regular damage.,selected-pokemon,water
642,hydro-vortex--special,,NaN,1,0,,special,Inflicts regular damage.,selected-pokemon,water
643,bloom-doom--physical,,NaN,1,0,,physical,Inflicts regular damage.,selected-pokemon,grass
644,bloom-doom--special,,NaN,1,0,,special,Inflicts regular damage.,selected-pokemon,grass
645,gigavolt-havoc--physical,,NaN,1,0,,physical,Inflicts regular damage.,selected-pokemon,electric
646,gigavolt-havoc--special,,NaN,1,0,,special,Inflicts regular damage.,selected-pokemon,electric
647,shattered-psyche--physical,,NaN,1,0,,physical,Inflicts regular damage.,selected-pokemon,psychic
648,shattered-psyche--special,,NaN,1,0,,special,Inflicts regular damage.,selected-pokemon,psychic
649,subzero-slammer--physical,,NaN,1,0,,physical,Inflicts regular damage.,selected-pokemon,ice
650,subzero-slammer--special,,NaN,1,0,,special,Inflicts regular damage.,selected-pokemon,ice
651,devastating-drake--physical,,NaN,1,0,,physical,Inflicts regular damage.,selected-pokemon,dragon
652,devastating-drake--special,,NaN,1,0,,special,Inflicts regular damage.,selected-pokemon,dragon
653,black-hole-eclipse--physical,,NaN,1,0,,physical,Inflicts regular damage.,selected-pokemon,dark
654,black-hole-eclipse--special,,NaN,1,0,,special,Inflicts regular damage.,selected-pokemon,dark
655,twinkle-tackle--physical,,NaN,1,0,,physical,Inflicts regular damage.,selected-pokemon,fairy
656,twinkle-tackle--special,,NaN,1,0,,special,Inflicts regular damage.,selected-pokemon,fairy
657,catastropika,,NaN,1,0,210,physical,Inflicts regular damage.,selected-pokemon,electric
658,shore-up,,NaN,10,0,,status,"Heals the user for ½ its max HP.  During a sandstorm, the healing is increased to ⅔.",user,ground
659,first-impression,100,NaN,10,2,90,physical,Inflicts regular damage. Can only be used on the user's first turn after entering the field.,selected-pokemon,bug
660,baneful-bunker,,NaN,10,4,,status,"Grants the user protection for the rest of the turn.  If a Pokémon attempts to use a move that makes contact with the user, that Pokémon will be poisoned.  This move's chance of success halves every time it's used consecutively with any other protection move.",user,poison
661,spirit-shackle,100,NaN,10,0,80,physical,Inflicts regular damage.  Traps the target.,selected-pokemon,ghost
662,darkest-lariat,100,NaN,10,0,85,physical,"Inflicts regular damage.  Damage calculation ignores the target's stat modifiers, including evasion.",selected-pokemon,dark
663,sparkling-aria,100,NaN,10,0,90,special,"Inflicts regular damage.  If the target has a burn and takes damage from this move, its burn is healed.",all-other-pokemon,water
664,ice-hammer,90,100,10,0,100,physical,"Inflicts regular damage, then lowers the user's Speed by one stage.",selected-pokemon,ice
665,floral-healing,,NaN,10,0,,status,"Heals the target for ½ its max HP.  If grassy terrain is in effect, heals for ⅔ instead.",selected-pokemon,fairy
666,high-horsepower,95,NaN,10,0,95,physical,Inflicts regular damage.,selected-pokemon,ground
667,strength-sap,100,100,10,0,,status,"Lowers the target's Attack by one stage.  Heals the user by the target's current Attack, including modifiers, but not including this move's Attack-lowering effect.

If the target's Attack is already at -6, this move will fail.  In any other situation that would prevent a stat modification, the healing will still succeed.",selected-pokemon,grass
668,solar-blade,100,NaN,10,0,125,physical,"Inflicts regular damage.  User charges for one turn before attacking.

During sunny day, the charge turn is skipped.

During hail, rain dance, or sandstorm, power is halved.

This move cannot be selected by sleep talk.",selected-pokemon,grass
669,leafage,100,NaN,40,0,40,physical,Inflicts regular damage.,selected-pokemon,grass
670,spotlight,,NaN,15,3,,status,"For the duration of the turn, if the target is also a valid target for a move used by one of its opponents, that move will target it instead.",selected-pokemon,normal
671,toxic-thread,100,100,20,0,,status,Poisons the target and lowers its Speed by one stage.,selected-pokemon,poison
672,laser-focus,,NaN,30,0,,status,The user's next move will result in a critical hit.,user,normal
673,gear-up,,NaN,20,0,,status,Raises the Attack and Special Attack of all friendly Pokémon with plus or minus by one stage.,user-and-allies,steel
674,throat-chop,100,100,15,0,80,physical,"Inflicts regular damage.  Silences the target for two turns, preventing it from using any sound-based moves.",selected-pokemon,dark
675,pollen-puff,100,NaN,15,0,90,special,"If the target is an opponent, inflicts regular damage.  If the target is an ally, heals the target for 50% of its max HP.",selected-pokemon,bug
676,anchor-shot,100,NaN,20,0,80,physical,Inflicts regular damage.  Traps the target.,selected-pokemon,steel
677,psychic-terrain,,NaN,10,0,,status,"Changes the terrain to Psychic Terrain for 5 turns.  Overrides electric terrain, grassy terrain, and misty terrain.

All Pokémon on the ground are immune to moves with priority greater than 0.  (Moves that target the field rather than individual Pokémon, such as spikes, are not affected.)  Additionally, when a Pokémon on the ground uses a psychic-type move, that move's power is increased to 1.5×.

If a Pokémon is holding a Terrain Extender when creating Psychic Terrain (by any means), the effect lasts for 8 turns instead of 5.",entire-field,psychic
678,lunge,100,100,15,0,80,physical,Inflicts regular damage.  Lowers the target's Attack by one stage.,selected-pokemon,bug
679,fire-lash,100,100,15,0,80,physical,Inflicts regular damage.  Lowers the target's Defense by one stage.,selected-pokemon,fire
680,power-trip,100,NaN,10,0,20,physical,"Inflicts regular damage.  Power is increased by 100% its original value for every stage any of the user's stats have been raised.  Accuracy, evasion, and lowered stats do not affect this move's power.  For a Pokémon with all five stats modified to +6, this move's power is 31×.",selected-pokemon,dark
681,burn-up,100,NaN,5,0,130,special,"Inflicts regular damage.  Removes the user's fire type after damage calculation.  If the user is not fire-type, this move will fail.",selected-pokemon,fire
682,speed-swap,,NaN,10,0,,status,Exchanges the original Speed stats of the user and target.,selected-pokemon,psychic
683,smart-strike,,NaN,10,0,70,physical,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,selected-pokemon,steel
684,purify,,NaN,20,0,,status,"Cures the target of its major status ailment and heals the user for 50% of its max HP.  If the target has no major status ailment, this move will fail.",selected-pokemon,poison
685,revelation-dance,100,NaN,15,0,90,special,"Inflicts regular damage.  This move's type matches the user's first type, if any; otherwise, it's typeless.",selected-pokemon,normal
686,core-enforcer,100,NaN,10,0,100,special,"Inflicts regular damage.  If the target has already moved this turn, its ability is nullified.",all-opponents,dragon
687,trop-kick,100,100,15,0,70,physical,Inflicts regular damage.  Lowers the target's Attack by one stage.,selected-pokemon,grass
688,instruct,,NaN,15,0,,status,"The target immediately uses its most recently-used move.  This is independent of the target's normal action for the turn (i.e., it may end up moving twice), but otherwise functions as usual, including deduction of PP.  This effect works for disabled moves and ignores torment.",selected-pokemon,psychic
689,beak-blast,100,NaN,15,-3,100,physical,"Begins charging at the start of the turn, then attacks as normal.  Any Pokémon that makes contact with the user while charging is burned.  The charging is not affected by accuracy, sleep, paralysis, or any other effect that would interfere with a move.",selected-pokemon,flying
690,clanging-scales,100,100,5,0,110,special,Inflicts regular damage.  Lowers the user's Defense by one stage.,all-opponents,dragon
691,dragon-hammer,100,NaN,15,0,90,physical,Inflicts regular damage.,selected-pokemon,dragon
692,brutal-swing,100,NaN,20,0,60,physical,Inflicts regular damage.,all-other-pokemon,dark
693,aurora-veil,,NaN,20,0,,status,"Places the Aurora Veil effect on the user's side of the field for the next 5 turns.  If the weather is not hail, or the weather is disabled by the effects of cloud nine or air lock, this move will fail.

Any regular damage dealt to an affected Pokémon is reduced by ½.  (If there are multiple Pokémon on the affected field, the reduction is ⅓.)",users-field,ice
694,sinister-arrow-raid,,NaN,1,0,180,physical,Inflicts regular damage.,selected-pokemon,ghost
695,malicious-moonsault,,NaN,1,0,180,physical,Inflicts regular damage.,selected-pokemon,dark
696,oceanic-operetta,,NaN,1,0,195,special,Inflicts regular damage.,selected-pokemon,water
697,guardian-of-alola,,NaN,1,0,,special,Inflicts direct damage equal to ¾ of the target's remaining HP.,selected-pokemon,fairy
698,soul-stealing-7-star-strike,,NaN,1,0,195,physical,Inflicts regular damage.,selected-pokemon,ghost
699,stoked-sparksurfer,,100,1,0,175,special,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.,selected-pokemon,electric
700,pulverizing-pancake,,NaN,1,0,210,physical,Inflicts regular damage.,selected-pokemon,normal
701,extreme-evoboost,,100,1,0,,status,"Raises the user's Attack, Defense, Special Attack, Special Defense, and Speed by two stages each.",user,normal
702,genesis-supernova,,NaN,1,0,185,special,"Inflicts regular damage, then (if successful) changes the terrain to psychic terrain.",selected-pokemon,psychic
703,shell-trap,100,NaN,5,-3,150,special,"Inflicts regular damage.  If the user was not yet hit by an opponent's physical move this turn, this move will fail.",all-opponents,fire
704,fleur-cannon,90,100,5,0,130,special,"Inflicts regular damage, then lowers the user's Special Attack by two stages.",selected-pokemon,fairy
705,psychic-fangs,100,NaN,10,0,85,physical,"Destroys any light screen or reflect on the target's side of the field, then inflicts regular damage.",selected-pokemon,psychic
706,stomping-tantrum,100,NaN,10,0,75,physical,"Inflicts regular damage.  Power is doubled if the user's last move failed for any reason (i.e., produced the message ""But it failed!"") or was ineffective due to types.",selected-pokemon,ground
707,shadow-bone,100,20,10,0,85,physical,Inflicts regular damage.  Has a $effect_chance% chance to lower the target's Defense by one stage.,selected-pokemon,ghost
708,accelerock,100,NaN,20,1,40,physical,Inflicts regular damage.,selected-pokemon,rock
709,liquidation,100,20,10,0,85,physical,Inflicts regular damage.  Has a $effect_chance% chance to lower the target's Defense by one stage.,selected-pokemon,water
710,prismatic-laser,100,NaN,10,0,160,special,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",selected-pokemon,psychic
711,spectral-thief,100,NaN,10,0,90,physical,"Steals the target's stat increases, then inflicts regular damage.  Will not steal stat increases that would put any of the user's stats at more than +6; any excess is left on the target.  Stolen increases are affected by abilities as normal.",selected-pokemon,ghost
712,sunsteel-strike,100,NaN,5,0,100,physical,"Inflicts regular damage.  Other Pokémon's abilities cannot activate in response to this move.  In particular, it hits through disguise",selected-pokemon,steel
713,moongeist-beam,100,NaN,5,0,100,special,"Inflicts regular damage.  Other Pokémon's abilities cannot activate in response to this move.  In particular, it hits through disguise",selected-pokemon,ghost
714,tearful-look,,100,20,0,,status,Lowers the target's Attack and Special Attack by one stage each.,selected-pokemon,normal
715,zing-zap,100,30,10,0,80,physical,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,selected-pokemon,electric
716,natures-madness,90,NaN,10,0,,special,Inflicts typeless damage equal to half the target's remaining HP.,selected-pokemon,fairy
717,multi-attack,100,NaN,10,0,120,physical,"Inflicts regular damage.  If the user is holding a plate or a drive, this move's type is the type corresponding to that item.

Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates.",selected-pokemon,normal
718,10-000-000-volt-thunderbolt,,NaN,1,0,195,special,Inflicts regular damage.,selected-pokemon,electric
719,mind-blown,100,NaN,5,0,150,special,"Inflicts damage, and the user takes damage equal to half of its max HP, rounded up. The user still takes damage if the move is blocked by Protect or Substitute, misses, or if the target has Flash Fire.",all-other-pokemon,fire
720,plasma-fists,100,NaN,15,0,100,physical,Inflicts regular damage.,selected-pokemon,electric
721,photon-geyser,100,NaN,5,0,100,special,Inflicts regular damage.,selected-pokemon,psychic
722,light-that-burns-the-sky,,NaN,1,0,200,special,"Inflicts damage using either Attack or Special Attack stat, whichever is higher. Determining which stat is used takes into account stat changes but not held items or abilities.",selected-pokemon,psychic
723,searing-sunraze-smash,,NaN,1,0,200,physical,"Inflicts regular damage.  Other Pokémon's abilities cannot activate in response to this move.  In particular, it hits through disguise",selected-pokemon,steel
724,menacing-moonraze-maelstrom,,NaN,1,0,200,special,"Inflicts regular damage.  Other Pokémon's abilities cannot activate in response to this move.  In particular, it hits through disguise",selected-pokemon,ghost
725,lets-snuggle-forever,,NaN,1,0,190,physical,"After inflicting damage, all Normal-type moves become Electric-type for the remainder of the turn, including status moves. This effect is applied after move type-changing abilities, such as Pixilate and Normalize.",selected-pokemon,fairy
726,splintered-stormshards,,NaN,1,0,190,physical,Inflicts damage and removes any terrain present on the battlefield.,selected-pokemon,rock
727,clangorous-soulblaze,,100,1,0,185,special,"Inflicts sound-based damage to all opposing Pokémon and increases the user's Attack, Defense, Special Attack, Special Defense, and Speed by one stage each. The user's stats are not raised if the move fails to damage any opposing Pokémon.",all-opponents,dragon
728,zippy-zap,100,100,10,2,80,physical,Inflicts regular damage.,selected-pokemon,electric
729,splishy-splash,100,30,15,0,90,special,Inflicts regular damage.,all-opponents,water
730,floaty-fall,95,30,15,0,90,physical,Inflicts regular damage.,selected-pokemon,flying
731,pika-papow,,NaN,20,0,,special,Inflicts regular damage.,selected-pokemon,electric
732,bouncy-bubble,100,NaN,20,0,60,special,Inflicts regular damage.,selected-pokemon,water
733,buzzy-buzz,100,100,20,0,60,special,Inflicts regular damage.,selected-pokemon,electric
734,sizzly-slide,100,100,20,0,60,physical,Inflicts regular damage.,selected-pokemon,fire
735,glitzy-glow,95,NaN,15,0,80,special,Inflicts regular damage.,selected-pokemon,psychic
736,baddy-bad,95,NaN,15,0,80,special,Inflicts regular damage.,selected-pokemon,dark
737,sappy-seed,90,100,10,0,100,physical,Inflicts regular damage.,selected-pokemon,grass
738,freezy-frost,90,NaN,10,0,100,special,Inflicts regular damage.,selected-pokemon,ice
739,sparkly-swirl,85,NaN,5,0,120,special,Inflicts regular damage.,selected-pokemon,fairy
740,veevee-volley,,NaN,20,0,,physical,Inflicts regular damage.,selected-pokemon,normal
741,double-iron-bash,100,30,5,0,60,physical,Inflicts regular damage.  Hits twice in one turn.,selected-pokemon,steel
742,max-guard,,NaN,10,4,,status,"No moves will hit the user for the remainder of this turn.  If the user is last to act this turn, this move will fail.

If the user successfully used detect, endure, protect, quick guard, or wide guard on the last turn, this move has a 50% chance to fail.

lock on, mind reader, and no guard provide a (100 – accuracy)% chance for moves to break through this move.  This does not apply to one-hit KO moves (fissure, guillotine, horn drill, and sheer cold); those are always blocked by this move.

thunder during rain dance and blizzard during hail have a 30% chance to break through this move.

The following effects are not prevented by this move:

* acupressure from an ally
* curse's curse effect
* Delayed damage from doom desire and future sight; however, these moves will be prevented if they are used this turn
* feint, which will also end this move's protection after it hits
* imprison
* perish song
* shadow force
* Moves that merely copy the user, such as transform or psych up

This move cannot be selected by assist or metronome.",user,normal
743,dynamax-cannon,100,NaN,5,0,100,special,"Inflicts regular damage, then (if successful) sets light screen on the user's side of the field.",selected-pokemon,dragon
744,snipe-shot,100,NaN,15,0,80,special,"Inflicts regular damage, then (if successful) sets reflect on the user's side of the field.",selected-pokemon,water
745,jaw-lock,100,NaN,10,0,80,physical,"Inflicts regular damage, then (if successful) sets leech seed on the target.",selected-pokemon,dark
746,stuff-cheeks,,100,10,0,,status,"Inflicts regular damage, then (if successful) removes major status effects from every Pokémon in the user's party.",user,normal
747,no-retreat,,100,5,0,,status,"Inflicts regular damage.  Hits twice in one turn, with a $effect_chance% chance to make the target flinch.",user,fighting
748,tar-shot,100,100,15,0,,status,,selected-pokemon,rock
749,magic-powder,100,NaN,20,0,,status,,selected-pokemon,psychic
750,dragon-darts,100,NaN,10,0,50,physical,,selected-pokemon,dragon
751,teatime,,NaN,10,0,,status,,all-pokemon,normal
752,octolock,100,NaN,15,0,,status,,selected-pokemon,fighting
753,bolt-beak,100,NaN,10,0,85,physical,,selected-pokemon,electric
754,fishious-rend,100,NaN,10,0,85,physical,,selected-pokemon,water
755,court-change,100,NaN,10,0,,status,,entire-field,normal
756,max-flare,,NaN,10,0,100,physical,Inflicts regular damage.,selected-pokemon-me-first,fire
757,max-flutterby,,NaN,10,0,10,physical,Inflicts regular damage.,selected-pokemon-me-first,bug
758,max-lightning,,NaN,10,0,10,physical,Inflicts regular damage.,selected-pokemon-me-first,electric
759,max-strike,,NaN,10,0,10,physical,Inflicts regular damage.,selected-pokemon-me-first,normal
760,max-knuckle,,NaN,10,0,10,physical,Inflicts regular damage.,selected-pokemon-me-first,fighting
761,max-phantasm,,NaN,10,0,10,physical,Inflicts regular damage.,selected-pokemon-me-first,ghost
762,max-hailstorm,,NaN,10,0,10,physical,Inflicts regular damage.,selected-pokemon-me-first,ice
763,max-ooze,,NaN,10,0,10,physical,Inflicts regular damage.,selected-pokemon-me-first,poison
764,max-geyser,,NaN,10,0,10,physical,Inflicts regular damage.,selected-pokemon-me-first,water
765,max-airstream,,NaN,10,0,10,physical,Inflicts regular damage.,selected-pokemon-me-first,flying
766,max-starfall,,NaN,10,0,10,physical,Inflicts regular damage.,selected-pokemon-me-first,fairy
767,max-wyrmwind,,NaN,10,0,10,physical,Inflicts regular damage.,selected-pokemon-me-first,dragon
768,max-mindstorm,,NaN,10,0,10,physical,Inflicts regular damage.,selected-pokemon-me-first,psychic
769,max-rockfall,,NaN,10,0,10,physical,Inflicts regular damage.,selected-pokemon-me-first,rock
770,max-quake,,NaN,10,0,10,physical,Inflicts regular damage.,selected-pokemon-me-first,ground
771,max-darkness,,NaN,10,0,10,physical,Inflicts regular damage.,selected-pokemon-me-first,dark
772,max-overgrowth,,NaN,10,0,10,physical,Inflicts regular damage.,selected-pokemon-me-first,grass
773,max-steelspike,,NaN,10,0,10,physical,Inflicts regular damage.,selected-pokemon-me-first,steel
774,clangorous-soul,100,100,5,0,,status,,user,dragon
775,body-press,100,NaN,10,0,80,physical,,selected-pokemon,fighting
776,decorate,,100,15,0,,status,,selected-pokemon,fairy
777,drum-beating,100,100,10,0,80,physical,Inflicts regular damage.  Has a $effect_chance% chance to lower the target's Speed by one stage.,selected-pokemon,grass
778,snap-trap,100,100,15,0,35,physical,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

rapid spin cancels this effect.",selected-pokemon,grass
779,pyro-ball,90,10,5,0,120,physical,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,selected-pokemon,fire
780,behemoth-blade,100,NaN,5,0,100,physical,,selected-pokemon,steel
781,behemoth-bash,100,NaN,5,0,100,physical,,selected-pokemon,steel
782,aura-wheel,100,100,10,0,110,physical,,selected-pokemon,electric
783,breaking-swipe,100,100,15,0,60,physical,Inflicts regular damage.  Lowers the target's Attack by one stage.,all-opponents,dragon
784,branch-poke,100,NaN,40,0,40,physical,Inflicts regular damage.,selected-pokemon,grass
785,overdrive,100,NaN,10,0,80,special,,all-opponents,electric
786,apple-acid,100,100,10,0,80,special,,selected-pokemon,grass
787,grav-apple,100,100,10,0,80,physical,Inflicts regular damage.  Lowers the target's Defense by one stage.,selected-pokemon,grass
788,spirit-break,100,100,15,0,75,physical,Inflicts regular damage.  Has a $effect_chance% chance to lower the target's Special Attack by one stage.,selected-pokemon,fairy
789,strange-steam,95,20,10,0,90,special,Inflicts regular damage.  Has a $effect_chance% chance to confuse the target.,selected-pokemon,fairy
790,life-dew,,NaN,10,0,,status,,user-and-allies,water
791,obstruct,100,NaN,10,4,,status,,user,dark
792,false-surrender,,NaN,10,0,80,physical,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,selected-pokemon,dark
793,meteor-assault,100,NaN,5,0,150,physical,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",selected-pokemon,fighting
794,eternabeam,90,NaN,5,0,160,special,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",selected-pokemon,dragon
795,steel-beam,95,NaN,5,0,140,special,"Inflicts damage, and the user takes damage equal to half of its max HP, rounded up. The user still takes damage if the move is blocked by Protect or Substitute, misses, or if the target has Flash Fire.",selected-pokemon,steel
796,expanding-force,100,NaN,10,0,80,special,Inflicts regular damage.,selected-pokemon,psychic
797,steel-roller,100,NaN,5,0,130,physical,Inflicts regular damage.,selected-pokemon,steel
798,scale-shot,90,NaN,20,0,25,physical,"Inflicts regular damage two to five times in a row, raising the user's Speed and lowering the user's Defense by one stage each upon last hit.",selected-pokemon,dragon
799,meteor-beam,90,100,10,0,120,special,Inflicts regular damage.,selected-pokemon,rock
800,shell-side-arm,100,20,10,0,90,special,Inflicts regular damage.,selected-pokemon,poison
801,misty-explosion,100,NaN,5,0,100,special,Inflicts regular damage.,all-other-pokemon,fairy
802,grassy-glide,100,NaN,20,0,70,physical,Inflicts regular damage.,selected-pokemon,grass
803,rising-voltage,100,NaN,20,0,70,special,Inflicts regular damage.,selected-pokemon,electric
804,terrain-pulse,100,NaN,10,0,50,special,Inflicts regular damage.,selected-pokemon,normal
805,skitter-smack,90,100,10,0,70,physical,Inflicts regular damage.,selected-pokemon,bug
806,burning-jealousy,100,100,5,0,70,special,Inflicts regular damage.,all-opponents,fire
807,lash-out,100,NaN,5,0,75,physical,Inflicts regular damage.,selected-pokemon,dark
808,poltergeist,90,NaN,5,0,110,physical,Inflicts regular damage.,selected-pokemon,ghost
809,corrosive-gas,100,NaN,40,0,,status,Inflicts regular damage.,all-other-pokemon,poison
810,coaching,,100,10,0,,status,Inflicts regular damage.,user-and-allies,fighting
811,flip-turn,100,NaN,20,0,60,physical,Inflicts regular damage.,selected-pokemon,water
812,triple-axel,90,NaN,10,0,20,physical,Inflicts regular damage.,selected-pokemon,ice
